"COU","Country","SER","Service","EXP","Expression","MEASURE","Measure","PAR","Partner","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","NGA","Nigeria","2014","2014","USD","US Dollar","6","Millions",,,0.3,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","USA","United States","2014","2014","USD","US Dollar","6","Millions",,,3083.7,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","PER","Peru","2014","2014","USD","US Dollar","6","Millions",,,1.3,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","EST","Estonia","2014","2014","USD","US Dollar","6","Millions",,,19.8,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","IMN","Isle of Man","2014","2014","USD","US Dollar","6","Millions",,,0.9,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","AMERS","South America","2014","2014","USD","US Dollar","6","Millions",,,-1.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","AUT","Austria","2014","2014","USD","US Dollar","6","Millions",,,636.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","PRK","Korea, Democratic People's Republic of","2014","2014","USD","US Dollar","6","Millions",,,-5.6,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","DZA","Algeria","2014","2014","USD","US Dollar","6","Millions",,,49.7,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ETH","Ethiopia","2014","2014","USD","US Dollar","6","Millions",,,-1.3,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","GHA","Ghana","2014","2014","USD","US Dollar","6","Millions",,,17.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","USA","United States","2014","2014","USD","US Dollar","6","Millions",,,-386.6,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","AZE","Azerbaijan","2014","2014","USD","US Dollar","6","Millions",,,12,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","NGA","Nigeria","2014","2014","USD","US Dollar","6","Millions",,,53.5,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","GEO","Georgia","2014","2014","USD","US Dollar","6","Millions",,,0.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","HKG","Hong Kong (China)","2014","2014","USD","US Dollar","6","Millions",,,-403.1,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRL","Ireland","2014","2014","USD","US Dollar","6","Millions",,,-49.5,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","GIN","Guinea","2014","2014","USD","US Dollar","6","Millions",,,-0.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","GEO","Georgia","2014","2014","USD","US Dollar","6","Millions",,,-1.7,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","ETH","Ethiopia","2014","2014","USD","US Dollar","6","Millions",,,0.3,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRL","Ireland","2014","2014","USD","US Dollar","6","Millions",,,-54.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","USA","United States","2014","2014","USD","US Dollar","6","Millions",,,112.9,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","MNE","Montenegro","2014","2014","USD","US Dollar","6","Millions",,,-5.6,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","GIB","Gibraltar","2014","2014","USD","US Dollar","6","Millions",,,-2.8,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","COG","Congo","2014","2014","USD","US Dollar","6","Millions",,,0.1,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","RWA","Rwanda","2014","2014","USD","US Dollar","6","Millions",,,2.7,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","MLI","Mali","2014","2014","USD","US Dollar","6","Millions",,,-6.9,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","NOR","Norway","2014","2014","USD","US Dollar","6","Millions",,,106.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ARG","Argentina","2014","2014","USD","US Dollar","6","Millions",,,43.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","TGO","Togo","2014","2014","USD","US Dollar","6","Millions",,,-5.8,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","LUX","Luxembourg","2014","2014","USD","US Dollar","6","Millions",,,14.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","COG","Congo","2014","2014","USD","US Dollar","6","Millions",,,-30.6,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","SGP","Singapore","2014","2014","USD","US Dollar","6","Millions",,,-2140.2,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","KWT","Kuwait","2014","2014","USD","US Dollar","6","Millions",,,8.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","UKR","Ukraine","2014","2014","USD","US Dollar","6","Millions",,,-67.6,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","MAR","Morocco","2014","2014","USD","US Dollar","6","Millions",,,-4,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","VNM","Viet Nam","2014","2014","USD","US Dollar","6","Millions",,,78.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","ROU","Romania","2014","2014","USD","US Dollar","6","Millions",,,-9.4,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","CUB","Cuba","2014","2014","USD","US Dollar","6","Millions",,,-241.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","MWI","Malawi","2014","2014","USD","US Dollar","6","Millions",,,2.7,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","PER","Peru","2014","2014","USD","US Dollar","6","Millions",,,6.6,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","BRN","Brunei Darussalam","2014","2014","USD","US Dollar","6","Millions",,,22.6,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","KHM","Cambodia","2014","2014","USD","US Dollar","6","Millions",,,-1.2,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRQ","Iraq","2014","2014","USD","US Dollar","6","Millions",,,2.7,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","JAM","Jamaica","2014","2014","USD","US Dollar","6","Millions",,,-0.3,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","BRB","Barbados","2014","2014","USD","US Dollar","6","Millions",,,-0.3,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","AFG","Afghanistan","2014","2014","USD","US Dollar","6","Millions",,,5.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","VEN","Venezuela","2014","2014","USD","US Dollar","6","Millions",,,43.8,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","LKA","Sri Lanka","2014","2014","USD","US Dollar","6","Millions",,,-2.7,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","SVK","Slovak Republic","2014","2014","USD","US Dollar","6","Millions",,,108.9,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","PAK","Pakistan","2014","2014","USD","US Dollar","6","Millions",,,0.1,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","KWT","Kuwait","2014","2014","USD","US Dollar","6","Millions",,,2.8,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","BGR","Bulgaria","2014","2014","USD","US Dollar","6","Millions",,,85,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","BMU","Bermuda","2014","2014","USD","US Dollar","6","Millions",,,-997.7,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","USA","United States","2014","2014","USD","US Dollar","6","Millions",,,-23082.7,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","KNA","Saint Kitts and Nevis","2014","2014","USD","US Dollar","6","Millions",,,14.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","BFA","Burkina Faso","2014","2014","USD","US Dollar","6","Millions",,,-0.5,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","MDA","Moldova","2014","2014","USD","US Dollar","6","Millions",,,1.3,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","BGR","Bulgaria","2014","2014","USD","US Dollar","6","Millions",,,-120.1,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","SVK","Slovak Republic","2014","2014","USD","US Dollar","6","Millions",,,47.8,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","ALB","Albania","2014","2014","USD","US Dollar","6","Millions",,,13.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","POL","Poland","2014","2014","USD","US Dollar","6","Millions",,,249.1,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","NZL","New Zealand","2014","2014","USD","US Dollar","6","Millions",,,101.8,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","DJI","Djibouti","2014","2014","USD","US Dollar","6","Millions",,,-0.4,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","CAN","Canada","2014","2014","USD","US Dollar","6","Millions",,,1142,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","TJK","Tajikistan","2014","2014","USD","US Dollar","6","Millions",,,-0.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","BMU","Bermuda","2014","2014","USD","US Dollar","6","Millions",,,-3.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","SGP","Singapore","2014","2014","USD","US Dollar","6","Millions",,,-104.2,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","MOZ","Mozambique","2014","2014","USD","US Dollar","6","Millions",,,-3.2,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","SWZ","Swaziland","2014","2014","USD","US Dollar","6","Millions",,,-2.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","FRA","France","2014","2014","USD","US Dollar","6","Millions",,,1664.3,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","AUS","Australia","2014","2014","USD","US Dollar","6","Millions",,,2420.5,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","PHL","Philippines","2014","2014","USD","US Dollar","6","Millions",,,-69.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","SAU","Saudi Arabia","2014","2014","USD","US Dollar","6","Millions",,,123.3,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","DEU","Germany","2014","2014","USD","US Dollar","6","Millions",,,156.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","HTI","Haiti","2014","2014","USD","US Dollar","6","Millions",,,-1.2,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","SWE","Sweden","2014","2014","USD","US Dollar","6","Millions",,,228.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","COL","Colombia","2014","2014","USD","US Dollar","6","Millions",,,58.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","NLD","Netherlands","2014","2014","USD","US Dollar","6","Millions",,,703.7,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","ECU","Ecuador","2014","2014","USD","US Dollar","6","Millions",,,62.4,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","POL","Poland","2014","2014","USD","US Dollar","6","Millions",,,190.2,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","ARE","United Arab Emirates","2014","2014","USD","US Dollar","6","Millions",,,106.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","HND","Honduras","2014","2014","USD","US Dollar","6","Millions",,,23.9,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","BHS","Bahamas","2014","2014","USD","US Dollar","6","Millions",,,32,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","ALB","Albania","2014","2014","USD","US Dollar","6","Millions",,,-315.3,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","RUS","Russia","2014","2014","USD","US Dollar","6","Millions",,,1341,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","MDV","Maldives","2014","2014","USD","US Dollar","6","Millions",,,-3.1,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","MLT","Malta","2014","2014","USD","US Dollar","6","Millions",,,60.9,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","MDG","Madagascar","2014","2014","USD","US Dollar","6","Millions",,,-55,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","NLD","Netherlands","2014","2014","USD","US Dollar","6","Millions",,,-72.7,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","CUW","Curaçao","2014","2014","USD","US Dollar","6","Millions",,,58.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","SMR","San Marino","2014","2014","USD","US Dollar","6","Millions",,,-14.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","BWA","Botswana","2014","2014","USD","US Dollar","6","Millions",,,-8.1,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","BEL","Belgium","2014","2014","USD","US Dollar","6","Millions",,,-0.1,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","BHS","Bahamas","2014","2014","USD","US Dollar","6","Millions",,,2.7,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","GHA","Ghana","2014","2014","USD","US Dollar","6","Millions",,,7.8,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","TZA","Tanzania","2014","2014","USD","US Dollar","6","Millions",,,47.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","RUS","Russia","2014","2014","USD","US Dollar","6","Millions",,,1248.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","SLV","El Salvador","2014","2014","USD","US Dollar","6","Millions",,,1.1,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","MHL","Marshall Islands","2014","2014","USD","US Dollar","6","Millions",,,4,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","MKD","North Macedonia","2014","2014","USD","US Dollar","6","Millions",,,34.5,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","BLR","Belarus","2014","2014","USD","US Dollar","6","Millions",,,1.9,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","VEN","Venezuela","2014","2014","USD","US Dollar","6","Millions",,,1.9,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","AGO","Angola","2014","2014","USD","US Dollar","6","Millions",,,-34,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","IMN","Isle of Man","2014","2014","USD","US Dollar","6","Millions",,,-43.8,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","ISR","Israel","2014","2014","USD","US Dollar","6","Millions",,,111.6,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","MYS","Malaysia","2014","2014","USD","US Dollar","6","Millions",,,70.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","VGB","British Virgin Islands","2014","2014","USD","US Dollar","6","Millions",,,-0.4,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","EST","Estonia","2014","2014","USD","US Dollar","6","Millions",,,18.6,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","CAN","Canada","2014","2014","USD","US Dollar","6","Millions",,,326.8,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","LUX","Luxembourg","2014","2014","USD","US Dollar","6","Millions",,,-5950.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","VNM","Viet Nam","2014","2014","USD","US Dollar","6","Millions",,,-0.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","DJI","Djibouti","2014","2014","USD","US Dollar","6","Millions",,,8,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","EST","Estonia","2014","2014","USD","US Dollar","6","Millions",,,93,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","HKG","Hong Kong (China)","2014","2014","USD","US Dollar","6","Millions",,,2.7,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","RUS","Russia","2014","2014","USD","US Dollar","6","Millions",,,613.8,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","GUM","Guam","2014","2014","USD","US Dollar","6","Millions",,,10.6,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","DEU","Germany","2014","2014","USD","US Dollar","6","Millions",,,3756.1,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","JPN","Japan","2014","2014","USD","US Dollar","6","Millions",,,782.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","LVA","Latvia","2014","2014","USD","US Dollar","6","Millions",,,248.7,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","SGP","Singapore","2014","2014","USD","US Dollar","6","Millions",,,-9.5,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","HKG","Hong Kong (China)","2014","2014","USD","US Dollar","6","Millions",,,332.5,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","FRA","France","2014","2014","USD","US Dollar","6","Millions",,,150.1,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","BOL","Bolivia","2014","2014","USD","US Dollar","6","Millions",,,-2.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","URY","Uruguay","2014","2014","USD","US Dollar","6","Millions",,,-3.2,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","LBN","Lebanon","2014","2014","USD","US Dollar","6","Millions",,,81,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","CMR","Cameroon","2014","2014","USD","US Dollar","6","Millions",,,-0.1,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","NLD","Netherlands","2014","2014","USD","US Dollar","6","Millions",,,25.2,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRN","Iran","2014","2014","USD","US Dollar","6","Millions",,,-10.6,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","CZE","Czechia","2014","2014","USD","US Dollar","6","Millions",,,183.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","HTI","Haiti","2014","2014","USD","US Dollar","6","Millions",,,-1.2,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","EST","Estonia","2014","2014","USD","US Dollar","6","Millions",,,41.4,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","GRD","Grenada","2014","2014","USD","US Dollar","6","Millions",,,-1.2,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","AZE","Azerbaijan","2014","2014","USD","US Dollar","6","Millions",,,-36.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","KGZ","Kyrgyzstan","2014","2014","USD","US Dollar","6","Millions",,,-1.2,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","BHS","Bahamas","2014","2014","USD","US Dollar","6","Millions",,,-854.2,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","PER","Peru","2014","2014","USD","US Dollar","6","Millions",,,-23.4,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","BGR","Bulgaria","2014","2014","USD","US Dollar","6","Millions",,,-36.4,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","FRO","Faeroe Islands","2014","2014","USD","US Dollar","6","Millions",,,-6.2,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","LVA","Latvia","2014","2014","USD","US Dollar","6","Millions",,,0.8,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","CUB","Cuba","2014","2014","USD","US Dollar","6","Millions",,,-22.6,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","JOR","Jordan","2014","2014","USD","US Dollar","6","Millions",,,-2.3,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","UKR","Ukraine","2014","2014","USD","US Dollar","6","Millions",,,101,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","MAC","Macao (China)","2014","2014","USD","US Dollar","6","Millions",,,2.9,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ESP","Spain","2014","2014","USD","US Dollar","6","Millions",,,50.9,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","IND","India","2014","2014","USD","US Dollar","6","Millions",,,-19.6,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","BEL","Belgium","2014","2014","USD","US Dollar","6","Millions",,,-89.9,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","CPV","Cape Verde","2014","2014","USD","US Dollar","6","Millions",,,-3.9,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","EST","Estonia","2014","2014","USD","US Dollar","6","Millions",,,10.7,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","MDG","Madagascar","2014","2014","USD","US Dollar","6","Millions",,,-0.4,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","GHA","Ghana","2014","2014","USD","US Dollar","6","Millions",,,74.4,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","TUR","Türkiye","2014","2014","USD","US Dollar","6","Millions",,,38.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","JOR","Jordan","2014","2014","USD","US Dollar","6","Millions",,,-82.5,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","ARE","United Arab Emirates","2014","2014","USD","US Dollar","6","Millions",,,-3.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","SMR","San Marino","2014","2014","USD","US Dollar","6","Millions",,,81,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","USA","United States","2014","2014","USD","US Dollar","6","Millions",,,2515,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","SVK","Slovak Republic","2014","2014","USD","US Dollar","6","Millions",,,0.1,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","BEN","Benin","2014","2014","USD","US Dollar","6","Millions",,,0.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","MUS","Mauritius","2014","2014","USD","US Dollar","6","Millions",,,29.5,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","UKR","Ukraine","2014","2014","USD","US Dollar","6","Millions",,,120.9,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","KIR","Kiribati","2014","2014","USD","US Dollar","6","Millions",,,-0.1,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","ITA","Italy","2014","2014","USD","US Dollar","6","Millions",,,509.8,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRL","Ireland","2014","2014","USD","US Dollar","6","Millions",,,-3354.7,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","JEY","Jersey","2014","2014","USD","US Dollar","6","Millions",,,111.6,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ZMB","Zambia","2014","2014","USD","US Dollar","6","Millions",,,0.7,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","NOR","Norway","2014","2014","USD","US Dollar","6","Millions",,,56.7,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","PNG","Papua New Guinea","2014","2014","USD","US Dollar","6","Millions",,,1.3,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","ESP","Spain","2014","2014","USD","US Dollar","6","Millions",,,37.2,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","ZWE","Zimbabwe","2014","2014","USD","US Dollar","6","Millions",,,5.7,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","LUX","Luxembourg","2014","2014","USD","US Dollar","6","Millions",,,-1.5,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","LBR","Liberia","2014","2014","USD","US Dollar","6","Millions",,,-21.3,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","IRN","Iran","2014","2014","USD","US Dollar","6","Millions",,,0.3,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","NAM","Namibia","2014","2014","USD","US Dollar","6","Millions",,,-0.1,,
"IRL","Ireland","S","SERVICES","NET","Net","USD","Millions of  US dollars","EGY","Egypt","2014","2014","USD","US Dollar","6","Millions",,,237.8,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","MHL","Marshall Islands","2014","2014","USD","US Dollar","6","Millions",,,0.3,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ROU","Romania","2014","2014","USD","US Dollar","6","Millions",,,227.4,,
"ITA","Italy","S","SERVICES","NET","Net","USD","Millions of  US dollars","PYF","French Polynesia","2014","2014","USD","US Dollar","6","Millions",,,-35.6,,
"LVA","Latvia","S","SERVICES","NET","Net","USD","Millions of  US dollars","ARM","Armenia","2014","2014","USD","US Dollar","6","Millions",,,1.3,,
"LUX","Luxembourg","S","SERVICES","NET","Net","USD","Millions of  US dollars","SAU","Saudi Arabia","2014","2014","USD","US Dollar","6","Millions",,,135.5,,
"HUN","Hungary","S","SERVICES","NET","Net","USD","Millions of  US dollars","ISR","Israel","2014","2014","USD","US Dollar","6","Millions",,,86.4,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ERI","Eritrea","2014","2014","USD","US Dollar","6","Millions",,,-0.1,,
"GRC","Greece","S","SERVICES","NET","Net","USD","Millions of  US dollars","ZAF","South Africa","2014","2014","USD","US Dollar","6","Millions",,,63.1,,
"ISL","Iceland","S","SERVICES","NET","Net","USD","Millions of  US dollars","NPL","Nepal","2014","2014","USD","US Dollar","6","Millions",,,-0.4,,
