country1,country2,value
denmark,japan,64
denmark,jordan,43
denmark,kazakhstan,37
denmark,kenya,59
denmark,kiribati,25
denmark,kuwait,42
denmark,kyrgyzstan,34
denmark,laos,33
denmark,latvia,64
denmark,lebanon,32
denmark,lesotho,42
denmark,liberia,42
denmark,libya,39
denmark,liechtenstein,20
denmark,lithuania,67
denmark,luxembourg,79
denmark,madagascar,49
denmark,malawi,45
denmark,malaysia,45
denmark,maldives,32
denmark,mali,46
denmark,malta,61
denmark,marshallislands,25
denmark,mauritania,49
denmark,mauritius,57
denmark,mexico,51
denmark,micronesia,18
denmark,moldova,40
denmark,mongolia,40
denmark,morocco,53
denmark,montenegro,43
denmark,mozambique,48
denmark,myanmar,32
denmark,namibia,48
denmark,nauru,22
denmark,nepal,35
denmark,netherlands,98
denmark,newzealand,51
denmark,nicaragua,43
denmark,niger,46
denmark,nigeria,53
denmark,northkorea,24
denmark,norway,104
denmark,oman,38
denmark,pakistan,47
denmark,palau,20
denmark,panama,46
denmark,papuanewguinea,40
denmark,paraguay,41
denmark,peru,50
denmark,philippines,49
denmark,poland,75
denmark,portugal,91
denmark,qatar,35
denmark,romania,69
denmark,russia,57
denmark,rwanda,41
denmark,sanmarino,24
denmark,saotome,37
denmark,saudiarabia,47
denmark,senegal,52
denmark,sierraleone,46
denmark,singapore,38
denmark,slovakia,69
denmark,slovenia,70
denmark,southafrica,59
denmark,sourthkorea,64
denmark,southsudan,25
denmark,solomonislands,30
denmark,somalia,36
denmark,spain,94
denmark,srilanka,44
denmark,stkitts,32
denmark,saintlucia,34
denmark,sudan,47
denmark,suriname,41
denmark,swaziland,45
denmark,sweden,110
denmark,switzerland,83
denmark,syria,31
denmark,tajikistan,33
denmark,tanzania,50
denmark,thailand,47
denmark,togo,51
denmark,tunisia,59
denmark,turkey,66
denmark,turkmenistan,30
denmark,uae,37
denmark,uk,96
denmark,usa,65
denmark,uganda,48
denmark,ukraine,46
denmark,uruguay,48
denmark,uzbekistan,34
denmark,venezuela,47
denmark,vietnam,38
denmark,zambia,47
denmark,zimbabwe,45
djibouti,afghanistan,25
djibouti,albania,32
djibouti,algeria,61
djibouti,angola,50
djibouti,antiguaandbarbuda,30
djibouti,argentina,36
djibouti,armenia,26
djibouti,australia,28
djibouti,austria,40
djibouti,azerbaijan,27
djibouti,bahamas,32
djibouti,bahrain,42
djibouti,bangladesh,30
djibouti,barbados,31
djibouti,belarus,23
djibouti,belgium,46
djibouti,belize,32
djibouti,benin,60
djibouti,bhutan,22
djibouti,bolivia,27
djibouti,bosnia,25
djibouti,botswana,46
djibouti,brazil,36
djibouti,brunei,22
djibouti,bulgaria,36
djibouti,burkinafaso,57
djibouti,burundi,56
djibouti,cambodia,30
djibouti,cameroon,59
djibouti,canada,36
djibouti,capeverde,51
djibouti,chad,56
djibouti,chile,28
djibouti,china,32
djibouti,colombia,28
djibouti,comoros,66
djibouti,congo,59
djibouti,costarica,27
djibouti,croatia,32
djibouti,cuba,24
djibouti,cyprus,27
djibouti,czechia,31
djibouti,denmark,40
djibouti,dominicanrepublic,32
djibouti,dominica,31
djibouti,ecuador,30
djibouti,egypt,67
djibouti,elsalvador,23
djibouti,equatorialguinea,42
djibouti,eritrea,45
djibouti,estonia,31
djibouti,ethiopia,51
djibouti,northmacedonia,26
djibouti,fiji,30
djibouti,finland,41
djibouti,france,43
djibouti,gabon,59
djibouti,gambia,55
djibouti,georgia,27
djibouti,germany,38
djibouti,ghana,54
djibouti,greece,36
djibouti,grenada,31
djibouti,guatemala,28
djibouti,guinea,59
djibouti,guineabissau,55
djibouti,guyana,33
djibouti,haiti,34
djibouti,honduras,29
djibouti,hungary,32
djibouti,iceland,27
djibouti,india,35
djibouti,indonesia,28
djibouti,iran,28
djibouti,iraq,39
djibouti,ireland,31
djibouti,israel,25
djibouti,italy,40
djibouti,ivorycoast,59
djibouti,jamaica,33
djibouti,japan,34
djibouti,jordan,44
djibouti,kazakhstan,25
djibouti,kenya,58
djibouti,kiribati,20
djibouti,kuwait,48
djibouti,kyrgyzstan,25
djibouti,laos,28
djibouti,latvia,29
djibouti,lebanon,42
djibouti,lesotho,50
djibouti,liberia,50
djibouti,libya,60
djibouti,liechtenstein,11
djibouti,lithuania,32
djibouti,luxembourg,42
djibouti,madagascar,59
djibouti,malawi,54
djibouti,malaysia,31
djibouti,maldives,30
djibouti,mali,55
djibouti,malta,33
djibouti,marshallislands,19
djibouti,mauritania,73
djibouti,mauritius,58
djibouti,mexico,29
djibouti,micronesia,14
djibouti,moldova,28
djibouti,mongolia,29
djibouti,morocco,65
djibouti,montenegro,23
djibouti,mozambique,55
djibouti,myanmar,24
djibouti,namibia,50
djibouti,nauru,18
djibouti,nepal,27
djibouti,netherlands,40
djibouti,newzealand,26
djibouti,nicaragua,28
djibouti,niger,57
djibouti,nigeria,56
djibouti,northkorea,19
djibouti,norway,39
djibouti,oman,42
djibouti,pakistan,30
djibouti,palau,12
djibouti,panama,28
djibouti,papuanewguinea,33
djibouti,paraguay,26
djibouti,peru,28
djibouti,philippines,29
djibouti,poland,31
djibouti,portugal,41
djibouti,qatar,41
djibouti,romania,36
djibouti,russia,26
djibouti,rwanda,54
djibouti,sanmarino,17
djibouti,saotome,51
djibouti,saudiarabia,50
djibouti,senegal,59
djibouti,sierraleone,56
djibouti,singapore,21
djibouti,slovakia,32
djibouti,slovenia,33
djibouti,southafrica,50
djibouti,sourthkorea,35
djibouti,southsudan,29
djibouti,solomonislands,23
djibouti,somalia,65
djibouti,spain,40
djibouti,srilanka,27
djibouti,stkitts,28
djibouti,saintlucia,31
djibouti,sudan,72
djibouti,suriname,33
djibouti,swaziland,49
djibouti,sweden,39
djibouti,switzerland,38
djibouti,syria,42
djibouti,tajikistan,27
djibouti,tanzania,57
djibouti,thailand,28
djibouti,togo,58
djibouti,tunisia,68
djibouti,turkey,27
djibouti,turkmenistan,26
djibouti,uae,41
djibouti,uk,39
djibouti,usa,27
djibouti,uganda,59
djibouti,ukraine,26
djibouti,uruguay,27
djibouti,uzbekistan,25
djibouti,venezuela,29
djibouti,vietnam,26
djibouti,zambia,53
djibouti,zimbabwe,52
dominicanrepublic,afghanistan,27
dominicanrepublic,albania,36
dominicanrepublic,algeria,37
dominicanrepublic,angola,38
dominicanrepublic,antiguaandbarbuda,43
dominicanrepublic,argentina,63
dominicanrepublic,armenia,29
dominicanrepublic,australia,43
dominicanrepublic,austria,44
dominicanrepublic,azerbaijan,31
dominicanrepublic,bahamas,49
dominicanrepublic,bahrain,31
dominicanrepublic,bangladesh,37
dominicanrepublic,barbados,50
dominicanrepublic,belarus,28
dominicanrepublic,belgium,47
dominicanrepublic,belize,59
dominicanrepublic,benin,42
dominicanrepublic,bhutan,23
dominicanrepublic,bolivia,64
dominicanrepublic,bosnia,30
dominicanrepublic,botswana,35
dominicanrepublic,brazil,63
dominicanrepublic,brunei,25
dominicanrepublic,bulgaria,43
dominicanrepublic,burkinafaso,39
dominicanrepublic,burundi,35
dominicanrepublic,cambodia,37
dominicanrepublic,cameroon,46
dominicanrepublic,canada,49
dominicanrepublic,capeverde,35
dominicanrepublic,chad,37
dominicanrepublic,chile,63
dominicanrepublic,china,40
dominicanrepublic,colombia,69
dominicanrepublic,comoros,33
dominicanrepublic,congo,41
dominicanrepublic,costarica,69
dominicanrepublic,croatia,45
dominicanrepublic,cuba,51
dominicanrepublic,cyprus,36
dominicanrepublic,czechia,40
dominicanrepublic,denmark,49
dominicanrepublic,djibouti,33
dominicanrepublic,dominica,45
dominicanrepublic,ecuador,69
dominicanrepublic,egypt,42
dominicanrepublic,elsalvador,61
dominicanrepublic,equatorialguinea,32
dominicanrepublic,eritrea,31
dominicanrepublic,estonia,39
dominicanrepublic,ethiopia,34
dominicanrepublic,northmacedonia,28
dominicanrepublic,fiji,39
dominicanrepublic,finland,51
dominicanrepublic,france,51
dominicanrepublic,gabon,42
dominicanrepublic,gambia,38
dominicanrepublic,georgia,35
dominicanrepublic,germany,44
dominicanrepublic,ghana,44
dominicanrepublic,greece,44
dominicanrepublic,grenada,47
dominicanrepublic,guatemala,67
dominicanrepublic,guinea,41
dominicanrepublic,guineabissau,34
dominicanrepublic,guyana,50
dominicanrepublic,haiti,56
dominicanrepublic,honduras,65
dominicanrepublic,hungary,42
dominicanrepublic,iceland,39
dominicanrepublic,india,42
dominicanrepublic,indonesia,41
dominicanrepublic,iran,32
dominicanrepublic,iraq,29
dominicanrepublic,ireland,46
dominicanrepublic,israel,38
dominicanrepublic,italy,51
dominicanrepublic,ivorycoast,44
dominicanrepublic,jamaica,54
dominicanrepublic,japan,44
dominicanrepublic,jordan,39
dominicanrepublic,kazakhstan,29
dominicanrepublic,kenya,50
dominicanrepublic,kiribati,22
dominicanrepublic,kuwait,33
dominicanrepublic,kyrgyzstan,28
dominicanrepublic,laos,32
dominicanrepublic,latvia,37
dominicanrepublic,lebanon,31
dominicanrepublic,lesotho,36
dominicanrepublic,liberia,36
dominicanrepublic,libya,31
dominicanrepublic,liechtenstein,13
dominicanrepublic,lithuania,41
dominicanrepublic,luxembourg,39
dominicanrepublic,madagascar,42
dominicanrepublic,malawi,38
dominicanrepublic,malaysia,40
dominicanrepublic,maldives,31
dominicanrepublic,mali,38
dominicanrepublic,malta,41
dominicanrepublic,marshallislands,22
dominicanrepublic,mauritania,41
dominicanrepublic,mauritius,46
dominicanrepublic,mexico,63
dominicanrepublic,micronesia,17
dominicanrepublic,moldova,30
dominicanrepublic,mongolia,36
dominicanrepublic,morocco,39
dominicanrepublic,montenegro,31
dominicanrepublic,mozambique,39
dominicanrepublic,myanmar,29
dominicanrepublic,namibia,40
dominicanrepublic,nauru,19
dominicanrepublic,nepal,32
dominicanrepublic,netherlands,52
dominicanrepublic,newzealand,36
dominicanrepublic,nicaragua,67
dominicanrepublic,niger,35
dominicanrepublic,nigeria,44
dominicanrepublic,northkorea,24
dominicanrepublic,norway,45
dominicanrepublic,oman,38
dominicanrepublic,pakistan,43
dominicanrepublic,palau,17
dominicanrepublic,panama,68
dominicanrepublic,papuanewguinea,40
dominicanrepublic,paraguay,61
dominicanrepublic,peru,66
dominicanrepublic,philippines,42
dominicanrepublic,poland,43
dominicanrepublic,portugal,51
dominicanrepublic,qatar,33
dominicanrepublic,romania,44
dominicanrepublic,russia,37
dominicanrepublic,rwanda,35
dominicanrepublic,sanmarino,20
dominicanrepublic,saotome,31
dominicanrepublic,saudiarabia,36
dominicanrepublic,senegal,43
dominicanrepublic,sierraleone,41
dominicanrepublic,singapore,31
dominicanrepublic,slovakia,40
dominicanrepublic,slovenia,44
dominicanrepublic,southafrica,47
dominicanrepublic,sourthkorea,41
dominicanrepublic,southsudan,17
dominicanrepublic,solomonislands,27
dominicanrepublic,somalia,27
dominicanrepublic,spain,52
dominicanrepublic,srilanka,38
dominicanrepublic,stkitts,40
dominicanrepublic,saintlucia,43
dominicanrepublic,sudan,38
dominicanrepublic,suriname,53
dominicanrepublic,swaziland,38
dominicanrepublic,sweden,53
dominicanrepublic,switzerland,46
dominicanrepublic,syria,32
dominicanrepublic,tajikistan,25
dominicanrepublic,tanzania,43
dominicanrepublic,thailand,44
dominicanrepublic,togo,44
dominicanrepublic,tunisia,42
dominicanrepublic,turkey,39
dominicanrepublic,turkmenistan,26
dominicanrepublic,uae,32
dominicanrepublic,uk,50
dominicanrepublic,usa,42
dominicanrepublic,uganda,39
dominicanrepublic,ukraine,34
dominicanrepublic,uruguay,66
dominicanrepublic,uzbekistan,27
dominicanrepublic,venezuela,66
dominicanrepublic,vietnam,36
dominicanrepublic,zambia,37
dominicanrepublic,zimbabwe,38
dominica,afghanistan,22
dominica,albania,31
dominica,algeria,29
dominica,angola,33
dominica,antiguaandbarbuda,45
dominica,argentina,38
dominica,armenia,27
dominica,australia,32
dominica,austria,33
dominica,azerbaijan,25
dominica,bahamas,45
dominica,bahrain,26
dominica,bangladesh,32
dominica,barbados,47
dominica,belarus,23
dominica,belgium,36
dominica,belize,48
dominica,benin,38
dominica,bhutan,19
dominica,bolivia,36
dominica,bosnia,26
dominica,botswana,33
dominica,brazil,36
dominica,brunei,22
dominica,bulgaria,35
dominica,burkinafaso,33
dominica,burundi,33
dominica,cambodia,31
dominica,cameroon,40
dominica,canada,35
dominica,capeverde,34
dominica,chad,33
dominica,chile,38
dominica,china,28
dominica,colombia,40
dominica,comoros,33
dominica,congo,38
dominica,costarica,38
dominica,croatia,35
dominica,cuba,31
dominica,cyprus,30
dominica,czechia,30
dominica,denmark,35
dominica,djibouti,31
dominica,dominicanrepublic,46
dominica,ecuador,39
dominica,egypt,29
dominica,elsalvador,36
dominica,equatorialguinea,32
dominica,eritrea,27
dominica,estonia,33
dominica,ethiopia,27
dominica,northmacedonia,25
dominica,fiji,33
dominica,finland,34
dominica,france,39
dominica,gabon,38
dominica,gambia,33
dominica,georgia,28
dominica,germany,33
dominica,ghana,38
dominica,greece,36
dominica,grenada,49
dominica,guatemala,40
dominica,guinea,38
dominica,guineabissau,33
dominica,guyana,45
dominica,haiti,44
dominica,honduras,38
dominica,hungary,33
dominica,iceland,28
dominica,india,31
dominica,indonesia,28
dominica,iran,25
dominica,iraq,22
dominica,ireland,34
dominica,israel,28
dominica,italy,36
dominica,ivorycoast,39
dominica,jamaica,44
dominica,japan,30
dominica,jordan,29
dominica,kazakhstan,24
dominica,kenya,39
dominica,kiribati,22
dominica,kuwait,26
dominica,kyrgyzstan,23
dominica,laos,30
dominica,latvia,30
dominica,lebanon,28
dominica,lesotho,33
dominica,liberia,32
dominica,libya,25
dominica,liechtenstein,11
dominica,lithuania,32
dominica,luxembourg,35
dominica,madagascar,38
dominica,malawi,35
dominica,malaysia,33
dominica,maldives,26
dominica,mali,34
dominica,malta,36
dominica,marshallislands,20
dominica,mauritania,37
dominica,mauritius,39
dominica,mexico,39
dominica,micronesia,14
dominica,moldova,29
dominica,mongolia,30
dominica,morocco,32
dominica,montenegro,25
dominica,mozambique,36
dominica,myanmar,22
dominica,namibia,36
dominica,nauru,18
dominica,nepal,26
dominica,netherlands,36
dominica,newzealand,30
dominica,nicaragua,39
dominica,niger,32
dominica,nigeria,36
dominica,northkorea,17
dominica,norway,30
dominica,oman,29
dominica,pakistan,31
dominica,palau,16
dominica,panama,39
dominica,papuanewguinea,34
dominica,paraguay,36
dominica,peru,37
dominica,philippines,30
dominica,poland,33
dominica,portugal,35
dominica,qatar,27
dominica,romania,38
dominica,russia,27
dominica,rwanda,32
dominica,sanmarino,18
dominica,saotome,31
dominica,saudiarabia,28
dominica,senegal,39
dominica,sierraleone,37
dominica,singapore,25
dominica,slovakia,32
dominica,slovenia,33
dominica,southafrica,38
dominica,sourthkorea,30
dominica,southsudan,15
dominica,solomonislands,27
dominica,somalia,25
dominica,spain,35
dominica,srilanka,29
dominica,stkitts,45
dominica,saintlucia,51
dominica,sudan,31
dominica,suriname,43
dominica,swaziland,32
dominica,sweden,35
dominica,switzerland,32
dominica,syria,25
dominica,tajikistan,22
dominica,tanzania,37
dominica,thailand,30
dominica,togo,38
dominica,tunisia,31
dominica,turkey,26
dominica,turkmenistan,23
dominica,uae,27
dominica,uk,37
dominica,usa,27
dominica,uganda,35
dominica,ukraine,26
dominica,uruguay,39
dominica,uzbekistan,24
dominica,venezuela,38
dominica,vietnam,25
dominica,zambia,32
dominica,zimbabwe,32
ecuador,afghanistan,27
ecuador,albania,37
ecuador,algeria,38
ecuador,angola,36
ecuador,antiguaandbarbuda,35
ecuador,argentina,68
ecuador,armenia,29
ecuador,australia,44
ecuador,austria,41
ecuador,azerbaijan,32
ecuador,bahamas,42
ecuador,bahrain,31
ecuador,bangladesh,38
ecuador,barbados,42
ecuador,belarus,30
ecuador,belgium,44
ecuador,belize,50
ecuador,benin,38
ecuador,bhutan,24
ecuador,bolivia,75
ecuador,bosnia,31
ecuador,botswana,31
ecuador,brazil,71
ecuador,brunei,25
ecuador,bulgaria,40
ecuador,burkinafaso,35
ecuador,burundi,33
ecuador,cambodia,37
ecuador,cameroon,43
ecuador,canada,50
ecuador,capeverde,32
ecuador,chad,32
ecuador,chile,69
ecuador,china,42
ecuador,colombia,80
ecuador,comoros,30
ecuador,congo,40
ecuador,costarica,71
ecuador,croatia,40
ecuador,cuba,54
ecuador,cyprus,39
ecuador,czechia,36
ecuador,denmark,46
ecuador,djibouti,29
ecuador,dominicanrepublic,69
ecuador,dominica,39
ecuador,egypt,42
ecuador,elsalvador,61
ecuador,equatorialguinea,29
ecuador,eritrea,26
ecuador,estonia,37
ecuador,ethiopia,30
ecuador,northmacedonia,30
ecuador,fiji,34
ecuador,finland,48
ecuador,france,45
ecuador,gabon,41
ecuador,gambia,34
ecuador,georgia,35
ecuador,germany,40
ecuador,ghana,42
ecuador,greece,41
ecuador,grenada,37
ecuador,guatemala,70
ecuador,guinea,38
ecuador,guineabissau,30
ecuador,guyana,47
ecuador,haiti,51
ecuador,honduras,65
ecuador,hungary,37
ecuador,iceland,40
ecuador,india,45
ecuador,indonesia,41
ecuador,iran,33
ecuador,iraq,30
ecuador,ireland,42
ecuador,israel,39
ecuador,italy,50
ecuador,ivorycoast,43
ecuador,jamaica,47
ecuador,japan,45
ecuador,jordan,41
ecuador,kazakhstan,28
ecuador,kenya,45
ecuador,kiribati,17
ecuador,kuwait,35
ecuador,kyrgyzstan,28
ecuador,laos,33
ecuador,latvia,34
ecuador,lebanon,32
ecuador,lesotho,32
ecuador,liberia,33
ecuador,libya,33
ecuador,liechtenstein,13
ecuador,lithuania,37
ecuador,luxembourg,37
ecuador,madagascar,39
ecuador,malawi,34
ecuador,malaysia,42
ecuador,maldives,31
ecuador,mali,33
ecuador,malta,38
ecuador,marshallislands,20
ecuador,mauritania,36
ecuador,mauritius,42
ecuador,mexico,69
ecuador,micronesia,15
ecuador,moldova,32
ecuador,mongolia,35
ecuador,morocco,40
ecuador,montenegro,32
ecuador,mozambique,36
ecuador,myanmar,31
ecuador,namibia,35
ecuador,nauru,13
ecuador,nepal,34
ecuador,netherlands,47
ecuador,newzealand,38
ecuador,nicaragua,72
ecuador,niger,31
ecuador,nigeria,43
ecuador,northkorea,22
ecuador,norway,48
ecuador,oman,38
ecuador,pakistan,43
ecuador,palau,15
ecuador,panama,72
ecuador,papuanewguinea,37
ecuador,paraguay,69
ecuador,peru,79
ecuador,philippines,47
ecuador,poland,39
ecuador,portugal,49
ecuador,qatar,34
ecuador,romania,42
ecuador,russia,38
ecuador,rwanda,32
ecuador,sanmarino,20
ecuador,saotome,29
ecuador,saudiarabia,37
ecuador,senegal,40
ecuador,sierraleone,37
ecuador,singapore,31
ecuador,slovakia,37
ecuador,slovenia,40
ecuador,southafrica,40
ecuador,sourthkorea,43
ecuador,southsudan,18
ecuador,solomonislands,21
ecuador,somalia,25
ecuador,spain,50
ecuador,srilanka,41
ecuador,stkitts,33
ecuador,saintlucia,35
ecuador,sudan,34
ecuador,suriname,49
ecuador,swaziland,33
ecuador,sweden,48
ecuador,switzerland,48
ecuador,syria,33
ecuador,tajikistan,26
ecuador,tanzania,38
ecuador,thailand,44
ecuador,togo,42
ecuador,tunisia,45
ecuador,turkey,41
ecuador,turkmenistan,27
ecuador,uae,36
ecuador,uk,46
ecuador,usa,46
ecuador,uganda,36
ecuador,ukraine,35
ecuador,uruguay,69
ecuador,uzbekistan,28
ecuador,venezuela,77
ecuador,vietnam,36
ecuador,zambia,34
ecuador,zimbabwe,34
egypt,afghanistan,29
egypt,albania,41
egypt,algeria,88
egypt,angola,51
egypt,antiguaandbarbuda,26
egypt,argentina,54
egypt,armenia,33
egypt,australia,49
egypt,austria,50
egypt,azerbaijan,35
egypt,bahamas,34
egypt,bahrain,57
egypt,bangladesh,48
egypt,barbados,29
egypt,belarus,31
egypt,belgium,60
egypt,belize,33
egypt,benin,67
egypt,bhutan,24
egypt,bolivia,41
egypt,bosnia,33
egypt,botswana,48
egypt,brazil,55
egypt,brunei,30
egypt,bulgaria,46
egypt,burkinafaso,68
egypt,burundi,58
egypt,cambodia,38
egypt,cameroon,75
egypt,canada,56
egypt,capeverde,50
egypt,chad,62
egypt,chile,42
egypt,china,58
egypt,colombia,51
egypt,comoros,63
egypt,congo,63
egypt,costarica,42
egypt,croatia,42
egypt,cuba,38
egypt,cyprus,45
egypt,czechia,39
egypt,denmark,55
egypt,djibouti,66
egypt,dominicanrepublic,41
egypt,dominica,29
egypt,ecuador,42
egypt,elsalvador,36
egypt,equatorialguinea,40
egypt,eritrea,44
egypt,estonia,35
egypt,ethiopia,56
egypt,northmacedonia,32
egypt,fiji,32
egypt,finland,58
egypt,france,58
egypt,gabon,67
egypt,gambia,60
egypt,georgia,34
egypt,germany,53
egypt,ghana,67
egypt,greece,50
egypt,grenada,27
egypt,guatemala,42
egypt,guinea,64
egypt,guineabissau,56
egypt,guyana,34
egypt,haiti,39
egypt,honduras,40
egypt,hungary,42
egypt,iceland,42
egypt,india,64
egypt,indonesia,53
egypt,iran,46
egypt,iraq,61
egypt,ireland,45
egypt,israel,45
egypt,italy,60
egypt,ivorycoast,68
egypt,jamaica,34
egypt,japan,53
egypt,jordan,70
egypt,kazakhstan,38
egypt,kenya,73
egypt,kiribati,16
egypt,kuwait,65
egypt,kyrgyzstan,32
egypt,laos,34
egypt,latvia,34
egypt,lebanon,65
egypt,lesotho,53
egypt,liberia,55
egypt,libya,80
egypt,liechtenstein,13
egypt,lithuania,36
egypt,luxembourg,49
egypt,madagascar,63
egypt,malawi,57
egypt,malaysia,50
egypt,maldives,31
egypt,mali,63
egypt,malta,42
egypt,marshallislands,19
egypt,mauritania,82
egypt,mauritius,70
egypt,mexico,44
egypt,micronesia,16
egypt,moldova,34
egypt,mongolia,39
egypt,morocco,91
egypt,montenegro,34
egypt,mozambique,61
egypt,myanmar,34
egypt,namibia,52
egypt,nauru,12
egypt,nepal,37
egypt,netherlands,58
egypt,newzealand,40
egypt,nicaragua,41
egypt,niger,61
egypt,nigeria,73
egypt,northkorea,28
egypt,norway,61
egypt,oman,61
egypt,pakistan,59
egypt,palau,15
egypt,panama,42
egypt,papuanewguinea,34
egypt,paraguay,38
egypt,peru,46
egypt,philippines,50
egypt,poland,43
egypt,portugal,53
egypt,qatar,59
egypt,romania,48
egypt,russia,45
egypt,rwanda,56
egypt,sanmarino,18
egypt,saotome,46
egypt,saudiarabia,72
egypt,senegal,71
egypt,sierraleone,61
egypt,singapore,33
egypt,slovakia,38
egypt,slovenia,42
egypt,southafrica,65
egypt,sourthkorea,59
egypt,southsudan,30
egypt,solomonislands,20
egypt,somalia,62
egypt,spain,55
egypt,srilanka,49
egypt,stkitts,24
egypt,saintlucia,28
egypt,sudan,84
egypt,suriname,33
egypt,swaziland,53
egypt,sweden,57
egypt,switzerland,61
egypt,syria,61
egypt,tajikistan,30
egypt,tanzania,61
egypt,thailand,50
egypt,togo,68
egypt,tunisia,98
egypt,turkey,55
egypt,turkmenistan,29
egypt,uae,60
egypt,uk,56
egypt,usa,47
egypt,uganda,63
egypt,ukraine,38
egypt,uruguay,42
egypt,uzbekistan,34
egypt,venezuela,47
egypt,vietnam,40
egypt,zambia,57
egypt,zimbabwe,59
elsalvador,afghanistan,23
elsalvador,albania,29
elsalvador,algeria,31
elsalvador,angola,30
elsalvador,antiguaandbarbuda,31
elsalvador,argentina,54
elsalvador,armenia,27
elsalvador,australia,35
elsalvador,austria,33
elsalvador,azerbaijan,28
elsalvador,bahamas,39
elsalvador,bahrain,27
elsalvador,bangladesh,32
elsalvador,barbados,37
elsalvador,belarus,25
elsalvador,belgium,33
elsalvador,belize,47
elsalvador,benin,32
elsalvador,bhutan,21
elsalvador,bolivia,58
elsalvador,bosnia,27
elsalvador,botswana,25
elsalvador,brazil,55
elsalvador,brunei,20
elsalvador,bulgaria,30
elsalvador,burkinafaso,30
elsalvador,burundi,30
elsalvador,cambodia,30
elsalvador,cameroon,34
elsalvador,canada,43
elsalvador,capeverde,27
elsalvador,chad,29
elsalvador,chile,55
elsalvador,china,34
elsalvador,colombia,62
elsalvador,comoros,24
elsalvador,congo,33
elsalvador,costarica,67
elsalvador,croatia,31
elsalvador,cuba,45
elsalvador,cyprus,31
elsalvador,czechia,28
elsalvador,denmark,35
elsalvador,djibouti,23
elsalvador,dominicanrepublic,60
elsalvador,dominica,35
elsalvador,ecuador,61
elsalvador,egypt,36
elsalvador,equatorialguinea,25
elsalvador,eritrea,23
elsalvador,estonia,27
elsalvador,ethiopia,26
elsalvador,northmacedonia,25
elsalvador,fiji,28
elsalvador,finland,37
elsalvador,france,36
elsalvador,gabon,32
elsalvador,gambia,27
elsalvador,georgia,29
elsalvador,germany,30
elsalvador,ghana,32
elsalvador,greece,31
elsalvador,grenada,33
elsalvador,guatemala,66
elsalvador,guinea,31
elsalvador,guineabissau,27
elsalvador,guyana,40
elsalvador,haiti,48
elsalvador,honduras,62
elsalvador,hungary,30
elsalvador,iceland,31
elsalvador,india,34
elsalvador,indonesia,36
elsalvador,iran,27
elsalvador,iraq,24
elsalvador,ireland,31
elsalvador,israel,33
elsalvador,italy,38
elsalvador,ivorycoast,34
elsalvador,jamaica,42
elsalvador,japan,33
elsalvador,jordan,34
elsalvador,kazakhstan,28
elsalvador,kenya,36
elsalvador,kiribati,15
elsalvador,kuwait,28
elsalvador,kyrgyzstan,27
elsalvador,laos,27
elsalvador,latvia,25
elsalvador,lebanon,29
elsalvador,lesotho,27
elsalvador,liberia,27
elsalvador,libya,29
elsalvador,liechtenstein,12
elsalvador,lithuania,29
elsalvador,luxembourg,28
elsalvador,madagascar,33
elsalvador,malawi,28
elsalvador,malaysia,31
elsalvador,maldives,24
elsalvador,mali,29
elsalvador,malta,31
elsalvador,marshallislands,16
elsalvador,mauritania,31
elsalvador,mauritius,34
elsalvador,mexico,56
elsalvador,micronesia,14
elsalvador,moldova,29
elsalvador,mongolia,29
elsalvador,morocco,31
elsalvador,montenegro,25
elsalvador,mozambique,30
elsalvador,myanmar,24
elsalvador,namibia,29
elsalvador,nauru,10
elsalvador,nepal,28
elsalvador,netherlands,37
elsalvador,newzealand,29
elsalvador,nicaragua,67
elsalvador,niger,27
elsalvador,nigeria,31
elsalvador,northkorea,19
elsalvador,norway,38
elsalvador,oman,31
elsalvador,pakistan,36
elsalvador,palau,12
elsalvador,panama,65
elsalvador,papuanewguinea,29
elsalvador,paraguay,59
elsalvador,peru,58
elsalvador,philippines,37
elsalvador,poland,30
elsalvador,portugal,39
elsalvador,qatar,28
elsalvador,romania,32
elsalvador,russia,30
elsalvador,rwanda,28
elsalvador,sanmarino,18
elsalvador,saotome,23
elsalvador,saudiarabia,29
elsalvador,senegal,33
elsalvador,sierraleone,30
elsalvador,singapore,23
elsalvador,slovakia,27
elsalvador,slovenia,31
elsalvador,southafrica,30
elsalvador,sourthkorea,34
elsalvador,southsudan,17
elsalvador,solomonislands,18
elsalvador,somalia,20
elsalvador,spain,39
elsalvador,srilanka,34
elsalvador,stkitts,29
elsalvador,saintlucia,31
elsalvador,sudan,29
elsalvador,suriname,41
elsalvador,swaziland,28
elsalvador,sweden,36
elsalvador,switzerland,38
elsalvador,syria,27
elsalvador,tajikistan,24
elsalvador,tanzania,30
elsalvador,thailand,37
elsalvador,togo,34
elsalvador,tunisia,36
elsalvador,turkey,36
elsalvador,turkmenistan,24
elsalvador,uae,29
elsalvador,uk,35
elsalvador,usa,37
elsalvador,uganda,31
elsalvador,ukraine,30
elsalvador,uruguay,59
elsalvador,uzbekistan,25
elsalvador,venezuela,60
elsalvador,vietnam,30
elsalvador,zambia,27
elsalvador,zimbabwe,30
equatorialguinea,afghanistan,21
equatorialguinea,albania,26
equatorialguinea,algeria,37
equatorialguinea,angola,42
equatorialguinea,antiguaandbarbuda,26
equatorialguinea,argentina,35
equatorialguinea,armenia,25
