country1,country2,value
chad,saotome,51
chad,saudiarabia,39
chad,senegal,82
chad,seychelles,54
chad,sierraleone,61
chad,singapore,23
chad,slovakia,34
chad,slovenia,37
chad,soafrica,56
chad,sokorea,42
chad,sosudan,26
chad,solomonis,23
chad,somalia,48
chad,spain,48
chad,srilanka,30
chad,stkitts,28
chad,stlucia,31
chad,stvincent,27
chad,sudan,59
chad,suriname,35
chad,swaziland,54
chad,sweden,44
chad,switzerland,44
chad,syria,30
chad,taiwan,3
chad,tajikistan,27
chad,tanzania,59
chad,thailand,34
chad,togo,84
chad,tonga,28
chad,trinidad,36
chad,tunisia,61
chad,turkey,33
chad,turkmenistan,25
chad,tuvalu,22
chad,twosicilies,1
chad,uae,31
chad,uk,45
chad,usa,34
chad,uganda,62
chad,ukraine,28
chad,uruguay,31
chad,uzbekistan,30
chad,vanuatu,33
chad,venezuela,33
chad,vietnam,28
chad,wsamoa,27
chad,wurtenburg,1
chad,yemen,32
chad,yugoslaviaserb,29
chad,zaire,61
chad,zambia,57
chad,zanzibar,1
chad,zimbabwe,58
chile,afghanistan,27
chile,albania,37
chile,algeria,42
chile,andorra,18
chile,angola,33
chile,antiguabarbuda,35
chile,argentina,75
chile,armenia,31
chile,australia,50
chile,austria,47
chile,austriahungary,1
chile,azerbaijan,34
chile,bahamas,44
chile,bahrain,32
chile,bangladesh,41
chile,barbados,43
chile,belarus,31
chile,belgium,51
chile,belize,49
chile,benin,38
chile,bhutan,23
chile,bolivia,65
chile,bosnia,34
chile,botswana,32
chile,brazil,73
chile,brunei,28
chile,bulgaria,43
chile,burkinafaso,37
chile,burundi,33
chile,car,31
chile,cambodia,35
chile,cameroon,42
chile,canada,55
chile,capeverde,31
chile,chad,33
chile,china,49
chile,colombia,74
chile,comoros,29
chile,congobrazz,38
chile,costarica,65
chile,croatia,45
chile,cuba,54
chile,cyprus,43
chile,czechrep,42
chile,denmark,45
chile,djibouti,27
chile,domrepublic,63
chile,dominica,38
chile,etimor,23
chile,ecuador,69
chile,egypt,42
chile,elsalvador,55
chile,eqguinea,28
chile,eritrea,26
chile,estonia,39
chile,ethiopia,28
chile,fyromacedonia,32
chile,fiji,32
chile,finland,49
chile,france,51
chile,gabon,38
chile,gambia,34
chile,georgia,35
chile,germany,46
chile,ghana,39
chile,greece,47
chile,grenada,37
chile,guatemala,61
chile,guinea,38
chile,guineabissau,30
chile,guyana,45
chile,haiti,49
chile,honduras,57
chile,hungary,43
chile,iceland,39
chile,india,46
chile,indonesia,43
chile,iran,37
chile,iraq,31
chile,ireland,40
chile,israel,46
chile,italy,52
chile,ivorycoast,40
chile,jamaica,47
chile,japan,51
chile,jordan,37
chile,kazakhstan,30
chile,kenya,42
chile,kiribati,16
chile,kosovo,4
chile,kuwait,34
chile,kyrgyzstan,28
chile,laos,32
chile,latvia,36
chile,lebanon,35
chile,lesotho,31
chile,liberia,30
chile,libya,33
chile,liechtenstein,13
chile,lithuania,38
chile,luxembourg,41
chile,madagascar,38
chile,malawi,33
chile,malaysia,46
chile,maldives,29
chile,mali,34
chile,malta,41
chile,marshallis,20
chile,mauritania,35
chile,mauritius,40
chile,mexico,74
chile,micronesiafs,15
chile,moldova,34
chile,monaco,26
chile,mongolia,35
chile,morocco,42
chile,montenegro,33
chile,mozambique,36
chile,myanmar,30
chile,namibia,34
chile,nauru,13
chile,nepal,33
chile,netherlands,48
chile,newzealand,45
chile,nicaragua,64
chile,niger,31
chile,nigeria,42
chile,nokorea,24
chile,norway,48
chile,oman,35
chile,pakistan,42
chile,palau,15
chile,panama,65
chile,papuanewguinea,35
chile,paraguay,66
chile,peru,75
chile,philippines,45
chile,poland,44
chile,portugal,55
chile,qatar,33
chile,romania,47
chile,russia,45
chile,rwanda,32
chile,sanmarino,21
chile,saotome,27
chile,saudiarabia,38
chile,senegal,41
chile,seychelles,32
chile,sierraleone,34
chile,singapore,34
chile,slovakia,41
chile,slovenia,44
chile,soafrica,46
chile,sokorea,48
chile,sosudan,18
chile,solomonis,22
chile,somalia,24
chile,spain,56
chile,srilanka,38
chile,stkitts,32
chile,stlucia,34
chile,stvincent,31
chile,sudan,34
chile,suriname,46
chile,swaziland,32
chile,sweden,49
chile,switzerland,49
chile,syria,31
chile,taiwan,5
chile,tajikistan,27
chile,tanzania,37
chile,thailand,43
chile,togo,37
chile,tonga,24
chile,trinidad,47
chile,tunisia,42
chile,turkey,43
chile,turkmenistan,26
chile,tuvalu,18
chile,uae,35
chile,uk,47
chile,usa,52
chile,uganda,36
chile,ukraine,37
chile,uruguay,70
chile,uzbekistan,29
chile,vanuatu,27
chile,venezuela,69
chile,vietnam,34
chile,wsamoa,22
chile,yemen,32
chile,yugoslaviaserb,41
chile,zaire,36
chile,zambia,34
chile,zimbabwe,34
china,afghanistan,36
china,albania,37
china,algeria,50
china,andorra,15
china,angola,40
china,antiguabarbuda,27
china,argentina,55
china,armenia,32
china,australia,63
china,austria,55
china,azerbaijan,36
china,bahamas,37
china,bahrain,36
china,bangladesh,60
china,barbados,32
china,belarus,31
china,belgium,60
china,belize,37
china,benin,46
china,bhutan,33
china,bolivia,37
china,bosnia,33
china,botswana,37
china,brazil,56
china,brunei,41
china,bulgaria,47
china,burkinafaso,47
china,burundi,39
china,car,37
china,cambodia,50
china,cameroon,54
china,canada,61
china,capeverde,37
china,chad,39
china,chile,49
china,colombia,51
china,comoros,34
china,congobrazz,45
china,costarica,43
china,croatia,44
china,cuba,37
china,cyprus,45
china,czechrep,42
china,denmark,57
china,djibouti,32
china,domrepublic,39
china,dominica,28
china,etimor,21
china,ecuador,42
china,egypt,58
china,elsalvador,34
china,eqguinea,32
china,eritrea,33
china,estonia,38
china,ethiopia,38
china,fyromacedonia,30
china,fiji,41
china,finland,61
china,france,65
china,gabon,45
china,gambia,44
china,georgia,37
china,germany,60
china,ghana,52
china,greece,48
china,grenada,29
china,guatemala,39
china,guinea,44
china,guineabissau,37
china,guyana,36
china,haiti,37
china,honduras,36
china,hungary,44
china,iceland,37
china,india,81
china,indonesia,65
china,iran,51
china,iraq,40
china,ireland,45
china,israel,47
china,italy,63
china,ivorycoast,48
china,jamaica,36
china,japan,77
china,jordan,44
china,kazakhstan,37
china,kenya,53
china,kiribati,23
china,kosovo,4
china,kuwait,44
china,kyrgyzstan,33
china,laos,46
china,latvia,36
china,lebanon,39
china,lesotho,37
china,liberia,38
china,libya,43
china,liechtenstein,12
china,lithuania,39
china,luxembourg,48
china,madagascar,43
china,malawi,41
china,malaysia,66
china,maldives,35
china,mali,43
china,malta,40
china,marshallis,24
china,mauritania,44
china,mauritius,50
china,mexico,54
china,micronesiafs,21
china,moldova,33
china,monaco,27
china,mongolia,47
china,morocco,55
china,montenegro,31
china,mozambique,43
china,myanmar,44
china,namibia,41
china,nauru,19
china,nepal,47
china,netherlands,60
china,newzealand,56
china,nicaragua,41
china,niger,40
china,nigeria,53
china,nokorea,35
china,norway,61
china,oman,40
china,pakistan,63
china,palau,21
china,panama,42
china,papuanewguinea,44
china,paraguay,36
china,peru,49
china,philippines,67
china,poland,48
china,portugal,59
china,qatar,38
china,romania,47
china,russia,57
china,rwanda,39
china,sanmarino,19
china,saotome,32
china,saudiarabia,52
china,senegal,50
china,seychelles,37
china,sierraleone,44
china,singapore,52
china,slovakia,41
china,slovenia,44
china,soafrica,57
china,sokorea,84
china,sosudan,24
china,solomonis,29
china,somalia,32
china,spain,60
china,srilanka,59
china,stkitts,26
china,stlucia,27
china,stvincent,25
china,sudan,47
china,suriname,33
china,swaziland,40
china,sweden,60
china,switzerland,59
china,syria,36
china,taiwan,7
china,tajikistan,31
china,tanzania,46
china,thailand,66
china,togo,47
china,tonga,32
china,trinidad,39
china,tunisia,53
china,turkey,47
china,turkmenistan,27
china,tuvalu,24
china,uae,42
china,uk,61
china,usa,61
china,uganda,45
china,ukraine,37
china,uruguay,41
china,uzbekistan,34
china,vanuatu,33
china,venezuela,45
china,vietnam,53
china,wsamoa,29
china,yemen,38
china,yugoslaviaserb,43
china,zaire,41
china,zambia,44
china,zimbabwe,42
colombia,afghanistan,27
colombia,albania,36
colombia,algeria,44
colombia,andorra,18
colombia,angola,36
colombia,antiguabarbuda,38
colombia,argentina,72
colombia,armenia,28
colombia,australia,52
colombia,austria,45
colombia,azerbaijan,31
colombia,bahamas,47
colombia,bahrain,32
colombia,bangladesh,41
colombia,barbados,46
colombia,belarus,30
colombia,belgium,50
colombia,belize,53
colombia,benin,40
colombia,bhutan,24
colombia,bolivia,75
colombia,bosnia,31
colombia,botswana,32
colombia,brazil,76
colombia,brunei,27
colombia,bulgaria,45
colombia,burkinafaso,36
colombia,burundi,35
colombia,car,33
colombia,cambodia,37
colombia,cameroon,45
colombia,canada,58
colombia,capeverde,33
colombia,chad,32
colombia,chile,74
colombia,china,51
colombia,comoros,30
colombia,congobrazz,40
colombia,costarica,73
colombia,croatia,44
colombia,cuba,59
colombia,cyprus,43
colombia,czechrep,41
colombia,denmark,51
colombia,djibouti,28
colombia,domrepublic,69
colombia,dominica,39
colombia,etimor,22
colombia,ecuador,80
colombia,egypt,51
colombia,elsalvador,62
colombia,eqguinea,27
colombia,eritrea,27
colombia,estonia,38
colombia,ethiopia,33
colombia,fyromacedonia,31
colombia,fiji,35
colombia,finland,53
colombia,france,54
colombia,gabon,41
colombia,gambia,36
colombia,georgia,34
colombia,germany,48
colombia,ghana,44
colombia,greece,46
colombia,grenada,41
colombia,guatemala,70
colombia,guinea,39
colombia,guineabissau,31
colombia,guyana,49
colombia,haiti,54
colombia,honduras,67
colombia,hungary,43
colombia,iceland,41
colombia,india,54
colombia,indonesia,50
colombia,iran,38
colombia,iraq,31
colombia,ireland,46
colombia,israel,45
colombia,italy,58
colombia,ivorycoast,44
colombia,jamaica,52
colombia,japan,51
colombia,jordan,40
colombia,kazakhstan,31
colombia,kenya,51
colombia,kiribati,17
colombia,kosovo,4
colombia,kuwait,34
colombia,kyrgyzstan,28
colombia,laos,32
colombia,latvia,36
colombia,lebanon,34
colombia,lesotho,31
colombia,liberia,32
colombia,libya,33
colombia,liechtenstein,13
colombia,lithuania,39
colombia,luxembourg,39
colombia,madagascar,39
colombia,malawi,35
colombia,malaysia,45
colombia,maldives,31
colombia,mali,36
colombia,malta,40
colombia,marshallis,21
colombia,mauritania,37
colombia,mauritius,44
colombia,mexico,78
colombia,micronesiafs,15
colombia,moldova,32
colombia,monaco,27
colombia,mongolia,36
colombia,morocco,44
colombia,montenegro,31
colombia,mozambique,38
colombia,myanmar,32
colombia,namibia,35
colombia,nauru,13
colombia,nepal,34
colombia,netherlands,55
colombia,newzealand,43
colombia,nicaragua,72
colombia,niger,32
colombia,nigeria,46
colombia,nokorea,26
colombia,norway,55
colombia,oman,39
colombia,pakistan,49
colombia,palau,17
colombia,panama,73
colombia,papuanewguinea,36
colombia,paraguay,67
colombia,peru,83
colombia,philippines,52
colombia,poland,44
colombia,portugal,55
colombia,qatar,33
colombia,romania,47
colombia,russia,42
colombia,rwanda,34
colombia,sanmarino,21
colombia,saotome,27
colombia,saudiarabia,40
colombia,senegal,44
colombia,seychelles,33
colombia,sierraleone,36
colombia,singapore,33
colombia,slovakia,40
colombia,slovenia,44
colombia,soafrica,49
colombia,sokorea,50
colombia,sosudan,18
colombia,solomonis,22
colombia,somalia,24
colombia,spain,56
colombia,srilanka,45
colombia,stkitts,35
colombia,stlucia,37
colombia,stvincent,34
colombia,sudan,34
colombia,suriname,48
colombia,swaziland,33
colombia,sweden,54
colombia,switzerland,54
colombia,syria,34
colombia,taiwan,7
colombia,tajikistan,27
colombia,tanzania,42
colombia,thailand,50
colombia,togo,40
colombia,tonga,25
colombia,trinidad,53
colombia,tunisia,50
colombia,turkey,46
colombia,turkmenistan,27
colombia,tuvalu,19
colombia,uae,36
colombia,uk,55
colombia,usa,53
colombia,uganda,38
colombia,ukraine,36
colombia,uruguay,70
colombia,uzbekistan,29
colombia,vanuatu,29
colombia,venezuela,81
colombia,vietnam,39
colombia,wsamoa,24
colombia,yemen,35
colombia,yugoslaviaserb,40
colombia,zaire,37
colombia,zambia,35
colombia,zimbabwe,37
comoros,afghanistan,26
comoros,albania,32
comoros,algeria,57
comoros,andorra,15
comoros,angola,51
comoros,antiguabarbuda,31
comoros,argentina,37
comoros,armenia,26
comoros,australia,30
comoros,austria,40
comoros,azerbaijan,28
comoros,bahamas,34
comoros,bahrain,34
comoros,bangladesh,33
comoros,barbados,32
comoros,belarus,25
comoros,belgium,48
comoros,belize,34
comoros,benin,62
comoros,bhutan,22
comoros,bolivia,26
comoros,bosnia,27
comoros,botswana,48
comoros,brazil,38
comoros,brunei,23
comoros,bulgaria,37
comoros,burkinafaso,59
comoros,burundi,57
comoros,car,55
comoros,cambodia,30
comoros,cameroon,62
comoros,canada,38
comoros,capeverde,52
comoros,chad,58
comoros,chile,29
comoros,china,34
comoros,colombia,30
comoros,congobrazz,59
comoros,costarica,29
comoros,croatia,34
comoros,cuba,25
comoros,cyprus,29
comoros,czechrep,31
comoros,denmark,42
comoros,djibouti,66
comoros,domrepublic,34
comoros,dominica,33
comoros,etimor,21
comoros,ecuador,31
comoros,egypt,63
comoros,elsalvador,24
comoros,eqguinea,45
comoros,eritrea,45
comoros,estonia,32
comoros,ethiopia,53
comoros,fyromacedonia,27
comoros,fiji,32
comoros,finland,42
comoros,france,45
comoros,gabon,63
comoros,gambia,58
comoros,georgia,28
comoros,germany,39
comoros,ghana,58
comoros,greece,38
comoros,grenada,31
comoros,guatemala,30
comoros,guinea,61
comoros,guineabissau,57
comoros,guyana,34
comoros,haiti,36
comoros,hanover,1
comoros,honduras,28
comoros,hungary,32
comoros,iceland,31
comoros,india,37
comoros,indonesia,32
comoros,iran,30
comoros,iraq,34
comoros,ireland,34
comoros,israel,27
comoros,italy,43
comoros,ivorycoast,61
comoros,jamaica,34
comoros,japan,37
comoros,jordan,37
comoros,kazakhstan,27
comoros,kenya,60
comoros,kiribati,20
comoros,kosovo,4
comoros,kuwait,44
comoros,kyrgyzstan,25
comoros,laos,28
comoros,latvia,30
comoros,lebanon,39
comoros,lesotho,53
comoros,liberia,55
comoros,libya,57
comoros,liechtenstein,11
comoros,lithuania,31
comoros,luxembourg,44
comoros,madagascar,64
comoros,malawi,57
comoros,malaysia,34
comoros,maldives,30
comoros,mali,57
comoros,malta,35
comoros,marshallis,20
comoros,mauritania,68
comoros,mauritius,62
comoros,mexico,30
comoros,micronesiafs,14
comoros,modena,1
comoros,moldova,27
comoros,monaco,21
comoros,mongolia,29
comoros,morocco,59
comoros,montenegro,25
comoros,mozambique,61
comoros,myanmar,24
comoros,namibia,54
comoros,nauru,18
comoros,nepal,28
comoros,netherlands,42
comoros,newzealand,29
comoros,nicaragua,29
comoros,niger,60
comoros,nigeria,60
comoros,nokorea,20
comoros,norway,40
comoros,oman,37
comoros,pakistan,32
comoros,palau,14
comoros,panama,29
comoros,papalstates,1
comoros,papuanewguinea,33
comoros,paraguay,26
comoros,peru,31
comoros,philippines,32
comoros,poland,34
comoros,portugal,43
comoros,qatar,36
comoros,romania,37
comoros,russia,28
comoros,rwanda,55
comoros,syemen,1
comoros,sanmarino,17
comoros,saotome,51
comoros,saudiarabia,44
comoros,senegal,63
comoros,seychelles,59
comoros,sierraleone,58
comoros,singapore,25
comoros,slovakia,31
comoros,slovenia,32
comoros,soafrica,56
comoros,sokorea,37
comoros,sosudan,30
comoros,solomonis,24
comoros,somalia,59
comoros,spain,43
comoros,srilanka,30
comoros,stkitts,28
comoros,stlucia,33
comoros,stvincent,28
comoros,sudan,65
comoros,suriname,34
comoros,swaziland,50
comoros,sweden,42
comoros,switzerland,39
comoros,syria,36
comoros,taiwan,2
comoros,tajikistan,26
comoros,tanzania,60
comoros,thailand,31
comoros,togo,61
comoros,tonga,27
comoros,trinidad,34
comoros,tunisia,65
comoros,turkey,30
comoros,turkmenistan,27
comoros,tuscany,1
comoros,tuvalu,23
comoros,twosicilies,1
comoros,uae,37
comoros,uk,41
comoros,usa,30
comoros,uganda,57
comoros,ukraine,27
comoros,uruguay,28
comoros,uzbekistan,26
comoros,vanuatu,32
comoros,venezuela,31
comoros,vietnam,27
comoros,wgermany,1
comoros,wsamoa,27
comoros,wurtenburg,1
comoros,yemen,38
comoros,yugoslaviaserb,30
comoros,zaire,55
comoros,zambia,55
comoros,zanzibar,1
comoros,zimbabwe,53
congobrazz,afghanistan,28
congobrazz,albania,36
congobrazz,algeria,57
congobrazz,andorra,19
congobrazz,angola,58
congobrazz,antiguabarbuda,33
congobrazz,argentina,48
congobrazz,armenia,32
congobrazz,australia,39
congobrazz,austria,51
congobrazz,azerbaijan,32
congobrazz,bahamas,39
congobrazz,bahrain,32
congobrazz,bangladesh,39
congobrazz,barbados,35
congobrazz,belarus,27
congobrazz,belgium,58
congobrazz,belize,41
congobrazz,benin,84
congobrazz,bhutan,24
congobrazz,bolivia,36
congobrazz,bosnia,31
congobrazz,botswana,53
congobrazz,brazil,48
congobrazz,brunei,24
congobrazz,bulgaria,46
congobrazz,burkinafaso,82
congobrazz,burundi,70
congobrazz,car,84
congobrazz,cambodia,39
congobrazz,cameroon,92
congobrazz,canada,47
congobrazz,capeverde,58
congobrazz,chad,83
congobrazz,chile,39
congobrazz,china,46
congobrazz,colombia,40
congobrazz,comoros,60
congobrazz,costarica,38
congobrazz,croatia,42
congobrazz,cuba,31
congobrazz,cyprus,38
congobrazz,czechrep,41
congobrazz,czechoslovakia,1
congobrazz,denmark,50
congobrazz,djibouti,58
congobrazz,domrepublic,41
congobrazz,dominica,39
congobrazz,etimor,22
congobrazz,ecuador,40
congobrazz,egypt,64
congobrazz,elsalvador,33
congobrazz,eqguinea,60
congobrazz,eritrea,48
congobrazz,estonia,40
congobrazz,ethiopia,55
congobrazz,fyromacedonia,31
congobrazz,fiji,38
congobrazz,finland,53
congobrazz,france,55
congobrazz,gabon,87
congobrazz,gambia,61
congobrazz,georgia,35
congobrazz,germany,50
congobrazz,ghana,69
congobrazz,greece,48
congobrazz,grenada,35
congobrazz,guatemala,40
congobrazz,guinea,82
congobrazz,guineabissau,73
congobrazz,guyana,39
congobrazz,haiti,41
congobrazz,hanover,1
congobrazz,hesseelect,1
congobrazz,honduras,38
congobrazz,hungary,41
congobrazz,iceland,36
congobrazz,india,46
congobrazz,indonesia,38
congobrazz,iran,32
congobrazz,iraq,28
congobrazz,ireland,42
congobrazz,israel,37
congobrazz,italy,52
congobrazz,ivorycoast,87
congobrazz,jamaica,38
congobrazz,japan,47
congobrazz,jordan,36
congobrazz,kazakhstan,30
congobrazz,kenya,65
congobrazz,kiribati,21
congobrazz,kosovo,4
congobrazz,kuwait,40
congobrazz,kyrgyzstan,28
congobrazz,laos,35
congobrazz,latvia,38
congobrazz,lebanon,35
congobrazz,lesotho,59
congobrazz,liberia,60
congobrazz,libya,53
congobrazz,liechtenstein,13
congobrazz,lithuania,41
congobrazz,luxembourg,52
congobrazz,madagascar,75
congobrazz,malawi,60
congobrazz,malaysia,40
congobrazz,maldives,32
congobrazz,mali,78
congobrazz,malta,44
congobrazz,marshallis,21
congobrazz,mauritania,78
congobrazz,mauritius,64
congobrazz,mexico,39
congobrazz,micronesiafs,15
congobrazz,moldova,35
congobrazz,monaco,25
congobrazz,mongolia,36
congobrazz,morocco,59
congobrazz,montenegro,29
congobrazz,mozambique,60
congobrazz,myanmar,31
congobrazz,namibia,57
congobrazz,nauru,19
congobrazz,nepal,36
congobrazz,netherlands,54
congobrazz,newzealand,37
congobrazz,nicaragua,38
congobrazz,niger,78
congobrazz,nigeria,67
congobrazz,nokorea,21
congobrazz,norway,52
congobrazz,oman,33
congobrazz,pakistan,38
congobrazz,palau,15
congobrazz,panama,40
congobrazz,papuanewguinea,41
congobrazz,paraguay,36
congobrazz,peru,38
congobrazz,philippines,41
congobrazz,poland,43
congobrazz,portugal,52
congobrazz,qatar,34
congobrazz,romania,47
congobrazz,russia,36
congobrazz,rwanda,70
congobrazz,svietnam,1
congobrazz,sanmarino,20
congobrazz,saotome,54
congobrazz,saudiarabia,42
congobrazz,senegal,83
congobrazz,seychelles,58
congobrazz,sierraleone,62
congobrazz,singapore,27
congobrazz,slovakia,40
congobrazz,slovenia,44
congobrazz,soafrica,60
congobrazz,sokorea,48
congobrazz,sosudan,30
congobrazz,solomonis,28
congobrazz,somalia,50
congobrazz,spain,53
congobrazz,srilanka,36
congobrazz,stkitts,31
congobrazz,stlucia,35
congobrazz,stvincent,31
congobrazz,sudan,62
congobrazz,suriname,36
congobrazz,swaziland,54
congobrazz,sweden,51
congobrazz,switzerland,50
congobrazz,syria,32
congobrazz,taiwan,3
congobrazz,tajikistan,27
congobrazz,tanzania,64
congobrazz,thailand,41
congobrazz,togo,86
congobrazz,tonga,29
congobrazz,trinidad,40
congobrazz,tunisia,64
congobrazz,turkey,37
congobrazz,turkmenistan,28
congobrazz,tuvalu,25
congobrazz,uae,35
congobrazz,uk,52
congobrazz,usa,40
congobrazz,uganda,62
congobrazz,ukraine,34
congobrazz,uruguay,37
congobrazz,uzbekistan,29
congobrazz,vanuatu,36
congobrazz,venezuela,38
congobrazz,vietnam,34
congobrazz,wsamoa,30
congobrazz,wurtenburg,1
congobrazz,yemen,36
congobrazz,yugoslaviaserb,35
congobrazz,zaire,65
congobrazz,zambia,58
congobrazz,zanzibar,1
congobrazz,zimbabwe,60
costarica,afghanistan,25
costarica,albania,36
costarica,algeria,38
costarica,andorra,18
costarica,angola,35
costarica,antiguabarbuda,37
costarica,argentina,66
costarica,armenia,29
costarica,australia,44
costarica,austria,41
costarica,azerbaijan,30
costarica,baden,1
costarica,bahamas,44
costarica,bahrain,31
costarica,bangladesh,39
costarica,barbados,43
costarica,belarus,30
costarica,belgium,44
costarica,belize,54
costarica,benin,38
costarica,bhutan,23
costarica,bolivia,65
costarica,bosnia,32
costarica,botswana,30
costarica,brazil,68
costarica,brunei,24
costarica,bulgaria,40
costarica,burkinafaso,36
costarica,burundi,34
costarica,car,32
costarica,cambodia,34
costarica,cameroon,41
costarica,canada,51
costarica,capeverde,32
costarica,chad,32
costarica,chile,65
costarica,china,44
costarica,colombia,74
costarica,comoros,29
costarica,congobrazz,39
costarica,croatia,40
costarica,cuba,53
costarica,cyprus,38
costarica,czechrep,37
costarica,denmark,45
costarica,djibouti,27
costarica,domrepublic,68
costarica,dominica,38
costarica,etimor,22
costarica,ecuador,71
costarica,egypt,42
costarica,elsalvador,67
costarica,eqguinea,27
costarica,eritrea,26
costarica,estonia,34
costarica,ethiopia,29
costarica,fyromacedonia,29
costarica,fiji,33
costarica,finland,48
costarica,france,47
costarica,gabon,39
costarica,gambia,33
costarica,georgia,32
costarica,germany,40
costarica,ghana,40
costarica,greece,40
costarica,grenada,38
costarica,guatemala,71
costarica,guinea,37
costarica,guineabissau,31
costarica,guyana,44
costarica,haiti,51
costarica,honduras,68
costarica,hungary,40
costarica,iceland,40
costarica,india,43
costarica,indonesia,43
costarica,iran,30
costarica,iraq,28
costarica,ireland,40
costarica,israel,40
costarica,italy,49
costarica,ivorycoast,41
costarica,jamaica,47
costarica,japan,44
costarica,jordan,39
costarica,kazakhstan,29
costarica,kenya,45
costarica,kiribati,18
costarica,kosovo,4
costarica,kuwait,32
costarica,kyrgyzstan,28
costarica,laos,32
costarica,latvia,32
costarica,lebanon,32
costarica,lesotho,31
costarica,liberia,32
costarica,libya,31
costarica,liechtenstein,13
costarica,lithuania,36
costarica,luxembourg,36
costarica,madagascar,38
costarica,malawi,33
costarica,malaysia,40
costarica,maldives,29
costarica,mali,34
costarica,malta,38
costarica,marshallis,21
costarica,mauritania,35
costarica,mauritius,41
costarica,mexico,67
costarica,micronesiafs,16
costarica,moldova,33
costarica,monaco,25
costarica,mongolia,34
costarica,morocco,40
costarica,montenegro,30
costarica,mozambique,35
costarica,myanmar,28
costarica,namibia,33
costarica,nauru,14
costarica,nepal,32
costarica,netherlands,48
costarica,newzealand,37
costarica,nicaragua,75
costarica,niger,32
costarica,nigeria,38
costarica,nokorea,22
costarica,norway,48
costarica,oman,35
costarica,pakistan,41
costarica,palau,17
costarica,panama,74
costarica,papuanewguinea,34
costarica,paraguay,65
costarica,peru,69
costarica,philippines,45
costarica,poland,38
costarica,portugal,49
costarica,qatar,30
costarica,romania,41
costarica,russia,39
costarica,rwanda,31
costarica,sanmarino,20
costarica,saotome,26
costarica,saudiarabia,33
costarica,senegal,40
costarica,seychelles,31
costarica,sierraleone,36
costarica,singapore,30
costarica,slovakia,36
costarica,slovenia,39
costarica,soafrica,40
costarica,sokorea,43
costarica,sosudan,18
costarica,solomonis,22
costarica,somalia,23
costarica,spain,49
costarica,srilanka,38
costarica,stkitts,33
costarica,stlucia,35
costarica,stvincent,33
costarica,sudan,33
costarica,suriname,46
costarica,swaziland,32
costarica,sweden,49
costarica,switzerland,49
costarica,syria,29
costarica,taiwan,7
costarica,tajikistan,27
costarica,tanzania,38
costarica,thailand,44
costarica,togo,39
costarica,tonga,24
costarica,trinidad,47
costarica,tunisia,45
costarica,turkey,41
costarica,turkmenistan,25
costarica,tuvalu,19
costarica,uae,32
costarica,uk,46
costarica,usa,45
costarica,uganda,37
costarica,ukraine,36
costarica,uruguay,66
costarica,uzbekistan,28
costarica,vanuatu,28
costarica,venezuela,69
costarica,vietnam,37
costarica,wsamoa,25
costarica,yemen,32
costarica,yugoslaviaserb,36
costarica,zaire,34
costarica,zambia,33
costarica,zimbabwe,33
croatia,afghanistan,25
croatia,albania,50
croatia,algeria,43
croatia,andorra,19
croatia,angola,38
croatia,antiguabarbuda,33
croatia,argentina,48
croatia,armenia,34
croatia,australia,49
croatia,austria,68
croatia,azerbaijan,37
croatia,bahamas,40
croatia,bahrain,32
croatia,bangladesh,37
croatia,barbados,36
croatia,belarus,35
croatia,belgium,69
croatia,belize,41
croatia,benin,43
croatia,bhutan,22
croatia,bolivia,36
croatia,bosnia,48
croatia,botswana,35
croatia,brazil,44
croatia,brunei,27
croatia,bulgaria,66
croatia,burkinafaso,41
croatia,burundi,34
croatia,car,33
croatia,cambodia,35
croatia,cameroon,47
croatia,canada,48
croatia,capeverde,35
croatia,chad,36
croatia,chile,45
croatia,china,44
croatia,colombia,44
croatia,comoros,34
croatia,congobrazz,42
croatia,costarica,40
croatia,cuba,33
croatia,cyprus,53
croatia,czechrep,64
croatia,denmark,69
croatia,djibouti,33
croatia,domrepublic,45
croatia,dominica,34
croatia,etimor,22
croatia,ecuador,40
croatia,egypt,42
croatia,elsalvador,31
croatia,eqguinea,30
croatia,eritrea,31
croatia,estonia,58
croatia,ethiopia,34
croatia,fyromacedonia,45
croatia,fiji,38
croatia,finland,69
croatia,france,72
croatia,gabon,43
croatia,gambia,38
croatia,georgia,42
croatia,germany,68
croatia,ghana,44
croatia,greece,68
croatia,grenada,33
croatia,guatemala,38
croatia,guinea,43
croatia,guineabissau,35
croatia,guyana,39
croatia,haiti,38
croatia,hanover,1
croatia,hessegrand,1
croatia,honduras,37
croatia,hungary,67
croatia,iceland,48
croatia,india,44
croatia,indonesia,38
croatia,iran,37
croatia,iraq,30
croatia,ireland,62
croatia,israel,50
croatia,italy,72
croatia,ivorycoast,45
croatia,jamaica,38
croatia,japan,50
croatia,jordan,40
croatia,kazakhstan,34
croatia,kenya,46
croatia,kiribati,22
croatia,kosovo,5
croatia,kuwait,33
croatia,kyrgyzstan,31
croatia,laos,32
croatia,latvia,57
croatia,lebanon,36
croatia,lesotho,36
croatia,liberia,35
croatia,libya,32
croatia,liechtenstein,20
croatia,lithuania,59
croatia,luxembourg,61
croatia,madagascar,43
croatia,malawi,37
croatia,malaysia,42
croatia,maldives,30
croatia,mali,39
croatia,malta,60
croatia,marshallis,22
croatia,mauritania,41
croatia,mauritius,46
croatia,mecklenburg,1
